PERMIS,ACV,SEX,STATUT,CSP,USAGE,AGECOND,K8000,RM,CAR,CLA,ALI,ENE,VIT,SEGM,CHARGE,GARAGE
271,4,F,A,50,1,40,O,50,BER,L,INJ,ES,170-180,B,0.0,3
499,3,F,A,60,1,73,N,50,BER,L,INJ,ES,170-180,B,0.0,3
150,5,F,C,55,2,33,N,95,BER,L,INS,GO,190-200,M2,0.0,2
74,10,F,C,26,2,24,N,72,BER,L,INS,GO,170-180,H,0.0,3
351,10,M,A,50,3,48,N,50,BER,L,INJ,ES,190-200,H,0.0,3
280,1,M,A,48,3,45,N,50,BER,L,IDS,GO,170-180,B,0.0,3
546,2,M,A,60,1,67,N,50,BER,L,IDS,GO,190-200,M2,0.0,3
524,2,M,A,60,1,62,N,50,BER,L,IDS,GO,190-200,M2,0.0,2
301,10,M,A,1,3,43,N,52,BER,L,INJ,ES,170-180,H,0.0,3
630,10,M,A,48,3,73,N,85,BER,L,INJ,ES,180-190,H,0.0,3
437,10,M,A,60,1,74,N,50,BER,L,INJ,ES,180-190,M2,0.0,3
126,2,M,C,42,1,42,N,68,BER,L,IDS,GO,170-180,B,122.2314199,3
137,4,M,C,50,2,30,N,90,BER,L,INJ,ES,180-190,M1,0.0,2
247,4,M,A,50,3,38,N,50,BER,L,INJ,ES,190-200,B,0.0,3
263,10,M,C,50,2,43,N,50,BER,L,INJ,ES,200-220,H,0.0,3
102,3,M,C,50,2,26,N,100,BER,L,IDS,GO,190-200,M2,0.0,3
83,0,M,C,50,2,26,N,68,BER,L,INJ,ES,200-220,B,0.0,3
213,4,M,A,1,3,36,N,83,BER,L,IDS,GO,190-200,M2,0.0,3
589,5,M,A,60,1,75,N,50,BER,L,INJ,ES,190-200,M2,0.0,3
380,10,M,A,50,1,50,N,50,BER,L,INJ,ES,190-200,M2,0.0,3
488,2,M,A,50,2,61,N,50,BER,L,IDS,GO,190-200,M2,0.0,3
667,5,M,A,60,1,81,N,91,BER,L,INJ,ES,200-220,M2,0.0,3
247,9,M,A,48,2,39,N,54,BER,L,IDS,GO,180-190,M2,0.0,2
423,2,M,A,50,3,53,N,57,BER,L,INJ,ES,200-220,M1,0.0,3
450,2,M,A,50,2,58,N,50,BER,L,IDS,GO,180-190,M1,0.0,3
474,0,M,A,60,1,58,N,50,BER,L,IDS,GO,190-200,M1,2785.896073,2
373,10,M,A,55,2,51,N,76,BER,L,INJ,GO,130-140,H,0.0,3
528,9,M,A,60,1,79,N,50,BER,L,INS,GO,170-180,M2,0.0,3
312,2,M,A,55,2,44,N,50,BER,L,IDS,GO,190-200,M2,0.0,2
107,2,F,A,50,2,28,N,66,BER,L,INJ,ES,200-220,B,4078.11571,3
287,10,F,A,48,1,47,O,50,BER,L,INJ,ES,180-190,H,0.0,3
110,10,F,A,50,2,42,N,80,BER,L,INJ,ES,190-200,M2,0.0,3
290,7,F,A,55,2,56,N,55,BER,L,INS,GO,170-180,M2,0.0,3
333,1,F,A,50,1,48,O,50,BER,L,INJ,ES,180-190,M1,0.0,3
361,0,F,A,1,3,51,N,50,BER,L,IDS,GO,170-180,B,0.0,1
547,4,F,A,50,3,63,N,64,BER,L,CAR,ES,170-180,M2,0.0,3
136,10,F,A,50,2,32,N,64,BER,L,INJ,ES,190-200,M2,0.0,3
515,4,F,A,50,2,62,N,50,BER,L,INJ,ES,190-200,B,0.0,3
415,2,F,A,50,3,53,N,50,BER,L,IDS,GO,180-190,0,2210.263142,3
467,10,F,A,55,1,62,O,50,BER,L,INJ,ES,170-180,H,0.0,3
433,3,F,A,55,2,54,O,50,BER,L,INJ,ES,200-220,M1,0.0,3
62,4,F,C,26,2,23,N,80,BER,L,IDS,GO,160-170,M1,0.0,3
326,10,F,C,50,1,49,N,95,BER,L,INJ,ES,170-180,H,0.0,3
380,2,F,A,37,1,50,N,50,BER,L,INJ,ES,170-180,B,489.6561934,3
468,9,F,A,50,1,57,N,112,BER,L,INJ,ES,170-180,B,0.0,2
153,7,F,A,50,2,30,N,85,BER,L,IDS,GO,190-200,M1,0.0,3
513,1,F,A,50,2,62,N,50,BER,L,IDS,GO,200-220,M1,4041.601813,3
201,2,F,C,1,1,34,N,125,BER,L,IDS,GO,170-180,B,0.0,2
364,2,F,A,3,3,49,N,54,BER,L,INJ,ES,190-200,B,0.0,2
339,1,F,A,50,2,51,N,50,BER,L,INJ,ES,170-180,B,8.55407855,3
345,2,F,A,50,1,49,N,62,BER,L,IDS,GO,170-180,B,0.0,2
175,1,F,A,50,1,33,N,76,BER,L,INJ,ES,170-180,B,701.4933535,3
317,3,F,A,50,2,55,N,61,BER,L,INJ,ES,200-220,M2,0.0,2
572,7,F,A,60,1,65,O,64,BER,L,INJ,ES,180-190,M2,0.0,3
242,3,F,C,1,3,38,N,50,BER,L,INJ,ES,170-180,B,0.0,3
48,2,F,A,50,2,39,N,85,BER,L,IDS,GO,170-180,B,1676.76435,3
118,2,F,A,50,2,29,N,60,BER,L,IDS,GO,190-200,M1,0.0,3
251,1,F,A,50,3,39,N,85,BER,L,IDS,GO,190-200,M1,1418.610272,3
404,5,F,A,55,1,51,N,50,BER,L,IDS,GO,190-200,M1,719.426284,3
133,4,F,C,26,2,30,N,140,BER,L,INJ,ES,190-200,B,6917.138973,3
411,2,F,C,50,2,57,N,50,BER,L,IDS,GO,190-200,M1,0.0,3
490,3,F,A,50,2,59,N,50,BER,L,IDS,GO,170-180,B,0.0,3
150,1,F,A,50,2,31,N,51,BER,L,IDS,GO,200-220,M1,0.0,2
250,7,F,A,50,2,39,N,57,BER,L,INS,GO,180-190,M2,303.1042296,3
431,4,F,A,60,1,66,N,50,BER,L,INJ,ES,200-220,M2,890.5432024,3
369,0,F,C,50,2,50,N,50,BER,L,IDS,GO,170-180,B,192.9616314,3
137,10,F,A,50,1,30,N,95,BER,L,INJ,ES,200-220,H,0.0,3
277,10,F,A,50,2,51,N,100,BER,L,INJ,ES,200-220,M1,0.0,3
67,7,F,A,50,1,26,N,90,BER,L,INS,GO,190-200,M2,0.0,3
425,7,F,A,60,1,56,N,50,BER,L,INJ,ES,190-200,M2,0.0,3
85,10,F,C,50,1,33,N,90,BER,L,INJ,ES,190-200,M2,0.0,1
85,2,F,A,50,1,34,N,85,BER,L,IDS,GO,170-180,B,0.0,3
120,3,F,C,50,2,29,N,61,BER,L,IDS,GO,190-200,M1,0.0,1
312,10,F,A,50,1,57,O,50,BER,L,INJ,ES,180-190,M2,0.0,3
148,7,F,C,50,2,30,N,91,BER,L,INJ,ES,170-180,B,0.0,3
255,2,F,C,50,1,41,N,90,BER,L,IDS,GO,170-180,B,0.0,3
238,3,F,A,42,1,38,O,80,BER,L,INJ,ES,170-180,B,0.0,3
342,2,F,A,42,3,48,N,50,BER,L,INJ,ES,170-180,B,0.0,3
268,1,F,A,48,3,42,N,57,BER,L,INJ,ES,170-180,B,2847.648036,3
431,4,F,A,50,1,69,O,58,BER,L,INJ,ES,180-190,M2,0.0,3
246,10,F,A,50,2,39,N,51,BER,L,INJ,ES,190-200,M2,0.0,3
445,2,F,A,50,4,56,N,50,BER,L,IDS,GO,170-180,M1,712.4628399,3
312,1,F,A,50,2,52,N,50,BER,L,IDS,GO,190-200,M1,0.0,3
506,4,F,A,60,1,60,N,50,BER,L,INJ,ES,170-180,B,0.0,3
631,9,F,A,60,1,80,O,50,BER,L,INJ,ES,180-190,H,0.0,3
222,4,F,C,26,2,38,N,76,BER,L,IDS,GO,190-200,M1,2801.873112,3
170,3,F,A,1,2,34,N,118,BER,L,INJ,ES,170-180,B,0.0,3
172,2,F,A,1,3,39,N,50,BER,L,INJ,ES,190-200,B,0.0,3
478,10,F,A,1,1,58,N,50,BER,L,INJ,GO,150-160,M2,0.0,3
588,3,F,A,37,1,67,N,50,BER,L,INJ,ES,170-180,B,0.0,3
202,3,F,A,50,2,34,N,50,BER,L,INJ,ES,170-180,B,0.0,3
435,10,F,A,50,2,55,N,50,BER,L,INJ,ES,180-190,H,2163.26284,2
345,7,F,A,50,1,54,N,50,BER,L,IDS,GO,190-200,M2,0.0,3
515,7,F,A,60,1,68,O,52,BER,L,INJ,ES,190-200,M1,0.0,3
88,4,F,C,26,2,25,N,72,BER,L,IDS,GO,190-200,M1,4272.326284,1
169,3,F,C,50,1,32,O,112,BER,L,INJ,ES,180-190,0,1418.610272,3
196,1,F,A,48,3,40,N,50,BER,L,INJ,ES,200-220,M1,0.0,3
352,10,F,A,50,1,55,O,50,BER,L,INJ,ES,170-180,H,0.0,1
85,10,F,A,55,2,26,N,68,BER,L,INJ,ES,190-200,H,0.0,3
88,7,F,C,55,1,26,N,90,BER,L,INS,GO,190-200,M2,0.0,3
233,9,F,A,50,2,38,N,85,BER,L,INJ,ES,200-220,M2,0.0,3
176,2,F,A,50,1,34,N,55,BER,L,IDS,GO,180-190,M1,3438.232931,3
62,3,F,C,50,1,33,N,118,BER,L,IDS,GO,200-220,M2,0.0,3
70,10,F,A,26,2,30,O,85,BER,L,INJ,ES,200-220,H,0.0,3
288,10,F,A,42,2,51,N,85,BER,L,INJ,ES,190-200,H,0.0,3
137,3,F,A,48,1,32,N,60,BER,L,IDS,GO,170-180,M1,0.0,3
336,7,F,A,50,3,61,N,50,BER,L,INJ,ES,200-220,M1,2860.974018,3
124,1,F,A,50,2,29,N,85,BER,L,IDS,GO,170-180,B,12248.69819,3
351,1,F,A,50,3,47,N,50,BER,L,IDS,GO,170-180,B,0.0,3
264,5,F,A,50,2,51,N,90,BER,L,IDS,GO,190-200,M1,0.0,3
220,2,F,A,55,2,39,O,57,BER,L,INJ,ES,170-180,B,0.0,3
203,4,F,A,55,2,48,N,50,BER,L,INJ,ES,180-190,0,0.0,3
394,9,F,A,55,1,51,N,50,BER,L,IDS,GO,170-180,M2,0.0,3
363,2,F,A,55,2,48,N,50,BER,L,IDS,GO,180-190,M1,1239.929003,3
60,4,F,C,26,2,23,N,76,BER,L,IDS,GO,190-200,M1,0.0,1
304,2,M,A,50,2,48,N,95,BER,L,INJ,ES,200-220,B,0.0,1
355,10,M,A,50,2,57,N,72,BER,L,INJ,GO,130-140,H,0.0,3
651,4,M,A,60,1,73,N,50,BER,L,INJ,ES,180-190,M2,0.0,3
612,3,M,C,60,1,71,O,50,BER,L,INJ,ES,180-190,0,0.0,2
653,10,M,A,48,3,84,N,53,BER,L,INJ,ES,190-200,M2,0.0,3
153,2,M,A,50,3,30,N,76,BER,L,INJ,ES,170-180,B,0.0,3
132,10,M,C,50,1,30,N,57,BER,L,INS,ES,190-200,H,0.0,3
405,1,M,C,50,2,52,N,50,BER,L,IDS,GO,190-200,M2,0.0,3
226,1,M,A,42,2,40,N,50,BER,L,IDS,GO,190-200,M1,0.0,3
408,3,M,A,50,2,52,N,50,BER,L,INJ,ES,170-180,B,168.0063444,3
380,2,M,A,50,4,50,N,60,BER,L,IDS,GO,190-200,M2,3434.910272,3
256,3,M,C,50,3,43,N,76,BER,L,INJ,ES,160-170,0,0.0,1
158,7,M,C,50,1,31,N,80,BER,L,INJ,ES,180-190,M1,0.0,3
416,5,M,A,50,2,53,N,55,BER,L,INS,ES,200-220,M1,0.0,3
412,1,M,A,46,3,53,N,50,BER,L,INJ,ES,170-180,B,0.0,3
236,1,M,A,50,1,37,N,51,BER,L,INJ,ES,170-180,B,375.6135952,3
505,3,M,A,50,2,61,N,50,BER,L,INJ,ES,170-180,B,0.0,1
219,1,M,A,50,1,37,N,85,BER,L,INJ,ES,200-220,M2,95.81510574,2
435,5,M,A,50,2,54,N,50,BER,L,INS,GO,190-200,M2,0.0,2
360,7,M,A,55,1,54,N,50,BER,L,INS,GO,180-190,M2,0.0,3
651,10,M,A,60,1,77,N,69,BER,L,INJ,ES,190-200,M2,0.0,2
183,10,M,A,50,1,36,N,112,BER,L,INJ,GO,170-180,H,0.0,3
274,2,M,A,66,3,42,N,95,BER,L,IDS,GO,170-180,B,251.7915408,3
71,10,M,C,50,2,29,N,100,BER,L,INS,ES,190-200,H,0.0,3
54,1,M,C,50,2,24,N,95,BER,L,IDS,GO,190-200,M1,0.0,3
434,10,M,A,42,3,54,N,76,BER,L,INJ,ES,190-200,H,0.0,3
441,5,M,A,50,3,54,N,61,BER,L,INJ,ES,170-180,B,0.0,3
325,3,M,A,50,2,55,N,50,BER,L,INJ,ES,170-180,B,0.0,3
549,9,M,A,50,3,64,N,50,BER,L,INJ,ES,180-190,M2,0.0,2
306,2,M,A,50,2,55,N,50,BER,L,IDS,GO,190-200,M1,0.0,1
293,9,M,A,50,2,43,N,50,BER,L,INS,GO,170-180,M2,0.0,3
570,3,M,A,55,1,65,N,50,BER,L,INJ,ES,200-220,M2,0.0,3
530,10,M,A,60,1,74,O,50,BER,L,INJ,ES,180-190,M2,0.0,3
589,9,M,A,60,1,77,N,60,BER,L,INS,GO,170-180,M2,0.0,2
160,7,M,C,50,2,31,N,72,BER,L,IDS,GO,190-200,M1,0.0,3
442,5,M,A,1,3,55,N,140,BER,L,INJ,ES,200-220,M2,0.0,3
142,2,M,A,49,3,37,N,85,BER,L,IDS,GO,170-180,B,0.0,3
264,10,M,A,50,1,41,O,53,BER,L,INJ,ES,170-180,H,0.0,3
167,1,M,A,50,2,32,N,64,BER,L,IDS,GO,200-220,M1,94.04773414,3
347,3,M,A,66,3,48,N,106,BER,L,INS,ES,200-220,M1,0.0,3
253,10,M,A,50,1,47,N,50,BER,L,CAR,ES,180-190,H,0.0,3
481,10,M,A,50,1,59,N,64,BER,L,INJ,ES,170-180,0,93.081571,3
623,1,M,A,50,3,71,N,50,BER,L,INJ,ES,170-180,B,643.3232628,2
169,3,M,A,50,1,33,N,50,BER,L,IDS,GO,190-200,M2,0.0,1
166,10,M,C,1,1,34,N,68,BER,L,INJ,ES,200-220,H,0.0,3
614,9,M,A,60,1,72,N,50,BER,L,INS,ES,200-220,M1,0.0,2
606,1,M,A,60,1,74,N,54,BER,L,IDS,GO,190-200,M2,0.0,3
407,3,M,C,37,1,54,N,95,BER,L,IDS,GO,190-200,M1,0.0,3
115,10,M,C,50,2,28,N,72,BER,L,INJ,ES,190-200,M1,0.0,2
489,2,M,C,60,1,64,N,100,BER,L,IDS,GO,200-220,M1,0.0,1
118,1,M,A,50,3,37,N,100,BER,L,INJ,ES,200-220,B,2425.823565,2
115,4,M,A,50,2,28,N,100,BER,L,IDS,GO,190-200,M2,0.0,2
198,1,M,A,50,3,34,N,60,BER,L,IDS,GO,200-220,M1,0.0,3
102,9,M,A,50,2,30,N,100,BER,L,INJ,GO,170-180,M2,0.0,3
173,9,M,A,50,2,33,N,85,BER,L,INJ,GO,170-180,M2,0.0,3
171,4,M,A,50,1,35,N,100,BER,L,INS,GO,190-200,M2,0.0,3
607,4,M,A,60,1,80,N,50,BER,L,IDS,GO,190-200,M2,0.0,3
352,2,M,A,66,3,47,N,50,BER,L,IDS,GO,190-200,M2,0.0,2
159,10,M,C,42,1,34,N,95,BER,L,INJ,ES,180-190,H,0.0,3
66,5,M,C,50,2,28,N,85,BER,L,INJ,ES,190-200,M2,0.0,1
74,2,M,C,50,1,24,N,85,BER,L,IDS,GO,190-200,M1,0.0,3
474,10,M,C,60,1,66,N,51,BER,L,INJ,ES,190-200,M2,0.0,2
355,10,M,A,1,3,48,N,58,BER,L,INS,ES,190-200,H,676.5616314,3
371,3,M,A,1,3,52,N,68,BER,L,IDS,GO,180-190,M1,0.0,3
171,7,M,A,46,1,39,N,100,BER,L,INS,GO,190-200,M2,0.0,2
473,2,M,A,50,2,57,N,50,BER,L,INJ,ES,200-220,M2,638.1389728,3
498,5,M,A,50,2,61,N,50,BER,L,INJ,ES,200-220,M2,0.0,3
362,2,M,A,50,2,48,N,71,BER,L,IDS,GO,170-180,B,1320.085196,2
469,4,M,A,50,2,57,N,50,BER,L,IDS,GO,170-180,B,0.0,3
167,3,M,A,50,2,32,N,54,BER,L,IDS,GO,190-200,M2,0.0,3
287,0,M,A,50,3,50,N,50,BER,L,IDS,GO,190-200,M2,0.0,2
447,0,M,A,50,3,55,N,84,BER,L,IDS,GO,190-200,M2,0.0,2
206,2,M,A,50,1,35,N,50,BER,L,IDS,GO,200-220,M2,0.0,1
362,0,M,A,50,2,48,N,50,BER,L,IDS,GO,200-220,M2,0.0,3
225,10,M,A,50,1,47,O,50,BER,L,INS,GO,170-180,H,0.0,3
187,9,M,A,55,3,34,N,76,BER,L,INJ,ES,180-190,M2,0.0,3
164,7,M,A,55,2,32,O,54,BER,L,IDS,GO,170-180,M1,0.0,3
599,10,M,A,60,1,74,N,50,BER,L,INJ,ES,200-220,H,0.0,3
543,4,M,A,60,1,68,N,50,BER,L,IDS,GO,180-190,M2,0.0,3
485,1,M,A,60,1,59,N,50,BER,L,IDS,GO,190-200,M2,0.0,1
682,9,M,A,60,1,74,N,50,BER,L,INS,GO,170-180,M2,0.0,3
143,5,M,C,50,2,30,N,68,BER,L,IDS,GO,190-200,M1,0.0,2
182,2,M,C,50,1,33,N,57,BER,L,IDS,GO,190-200,M1,1203.921752,3
533,5,M,A,1,3,64,N,50,BER,L,INS,GO,180-190,M2,0.0,3
344,2,M,A,50,3,52,N,50,BER,L,INJ,ES,190-200,M2,822.5818731,3
224,0,M,A,50,2,37,N,50,BER,L,IDS,GO,170-180,M2,824.5966767,3
136,7,M,A,50,2,30,N,72,BER,L,IDS,GO,180-190,H,1144.361329,2
430,1,M,A,50,2,55,N,50,BER,L,IDS,GO,190-200,M1,0.0,3
320,5,M,A,50,2,48,N,50,BER,L,INS,GO,190-200,M2,0.0,2
412,10,M,A,60,1,63,N,72,BER,L,INJ,ES,190-200,M2,0.0,3
270,10,M,C,50,2,40,N,50,BER,L,INJ,ES,200-220,M1,0.0,3
74,4,M,A,42,2,37,N,95,BER,L,INJ,ES,180-190,M1,0.0,3
720,1,M,A,42,3,77,N,50,BER,L,INJ,ES,190-200,M2,0.0,2
458,10,M,A,50,2,57,N,50,BER,L,CAR,ES,180-190,H,0.0,3
195,9,M,A,50,1,38,N,90,BER,L,IDS,GO,170-180,M2,0.0,1
308,1,M,A,50,2,45,N,50,BER,L,IDS,GO,190-200,M1,0.0,2
384,10,M,A,55,1,50,O,50,BER,L,CAR,ES,180-190,H,0.0,3
626,4,M,A,55,1,75,N,50,BER,L,INJ,ES,180-190,M2,0.0,3
418,10,M,A,60,1,70,O,50,BER,L,INJ,ES,170-180,H,0.0,3
455,3,M,C,37,1,58,N,50,BER,L,IDS,GO,190-200,M2,0.0,3
198,0,M,C,50,2,34,N,63,BER,L,IDS,GO,190-200,M1,1498.224471,3
300,10,M,C,55,2,43,N,50,BER,L,INJ,ES,180-190,H,0.0,3
400,3,M,A,1,3,52,N,50,BER,L,IDS,GO,190-200,M2,0.0,1
215,9,M,A,1,3,52,N,76,BER,L,INS,GO,180-190,M2,0.0,3
392,10,M,A,42,2,52,O,50,BER,L,CAR,ES,170-180,M2,0.0,3
132,2,M,A,48,3,30,N,100,BER,L,INJ,ES,170-180,B,0.0,2
280,1,M,A,48,3,44,N,80,BER,L,IDS,GO,180-190,M1,0.0,3
329,2,M,A,50,2,45,N,50,BER,L,INJ,ES,160-170,0,0.0,1
167,10,M,A,50,2,34,N,95,BER,L,INJ,ES,190-200,M2,0.0,3
199,10,M,A,50,2,40,O,54,BER,L,INJ,ES,190-200,H,0.0,3
400,10,M,A,50,1,53,N,50,BER,L,INJ,ES,190-200,M2,0.0,3
196,7,M,A,50,2,35,O,50,BER,L,INJ,ES,200-220,M2,0.0,3
206,7,M,A,50,3,36,N,64,BER,L,INJ,ES,200-220,M2,0.0,3
261,5,M,A,50,1,53,N,50,BER,L,INJ,ES,200-220,M2,0.0,1
468,4,M,A,50,2,57,N,50,BER,L,INS,ES,200-220,M1,0.0,3
193,3,M,A,50,2,36,N,50,BER,L,IDS,GO,180-190,M2,2682.068882,3
386,4,M,A,50,2,50,N,50,BER,L,IDS,GO,190-200,M2,0.0,3
455,4,M,A,50,3,56,N,50,BER,L,IDS,GO,190-200,M2,0.0,2
423,10,M,A,55,2,55,N,62,BER,L,INJ,ES,180-190,H,0.0,3
244,10,M,A,55,1,40,O,80,BER,L,INJ,ES,190-200,M2,0.0,2
496,1,M,A,55,2,61,N,50,BER,L,IDS,GO,190-200,M2,0.0,3
573,3,M,A,60,1,70,N,50,BER,L,INJ,ES,180-190,M2,0.0,2
433,2,M,A,60,1,72,N,58,BER,L,IDS,GO,190-200,M2,0.0,1
147,5,M,C,50,2,31,N,125,BER,L,INJ,ES,180-190,M2,0.0,3
167,7,M,C,50,2,33,N,64,BER,L,INJ,ES,190-200,M1,0.0,2
238,10,M,C,50,2,38,N,50,BER,L,INJ,ES,190-200,M2,0.0,3
296,10,M,C,50,2,43,N,50,BER,L,INJ,ES,190-200,M2,0.0,3
142,5,M,C,50,3,29,N,67,BER,L,INJ,ES,200-220,M2,0.0,3
81,4,M,C,50,1,24,N,95,BER,L,IDS,GO,190-200,M1,0.0,3
157,2,M,C,50,3,31,N,64,BER,L,IDS,GO,190-200,M2,0.0,1
172,4,M,C,55,3,32,N,72,BER,L,INJ,ES,200-220,M2,0.0,3
623,5,M,C,60,1,70,N,50,BER,L,INJ,ES,170-180,B,0.0,3
418,7,M,A,1,3,54,N,91,BER,L,INJ,ES,190-200,H,0.0,3
304,2,M,A,2,3,44,N,50,BER,L,IDS,GO,170-180,B,0.0,2
386,1,M,A,6,4,51,N,50,BER,L,INJ,ES,200-220,M1,2119.113897,2
477,10,M,A,49,1,58,N,50,BER,L,INJ,ES,180-190,H,0.0,3
456,10,M,A,50,3,65,N,50,BER,L,CAR,ES,160-170,H,0.0,3
241,2,M,A,50,3,39,N,50,BER,L,INJ,ES,170-180,B,725.7888218,3
309,10,M,A,50,3,49,N,55,BER,L,INJ,ES,170-180,H,0.0,3
463,4,M,A,50,3,56,N,54,BER,L,INJ,ES,170-180,B,0.0,3
190,10,M,A,50,2,33,O,50,BER,L,INJ,ES,180-190,M2,0.0,1
242,9,M,A,50,3,38,N,50,BER,L,INJ,ES,180-190,H,0.0,3
117,4,M,A,50,2,31,N,60,BER,L,INJ,ES,190-200,M2,1111.441088,3
381,7,M,A,50,2,52,N,50,BER,L,INJ,ES,200-220,M2,0.0,3
620,3,M,A,50,3,71,N,100,BER,L,INJ,ES,200-220,M2,0.0,3
221,2,M,A,50,1,36,N,50,BER,L,IDS,GO,170-180,B,774.9570997,3
234,1,M,A,50,2,39,N,50,BER,L,IDS,GO,170-180,B,0.0,3
121,3,M,A,50,3,28,N,76,BER,L,IDS,GO,190-200,H,0.0,3
474,0,M,A,50,2,57,N,50,BER,L,IDS,GO,190-200,M2,670.5879154,3
180,2,M,A,50,2,35,N,90,BER,L,IDS,GO,200-220,M1,0.0,3
112,1,M,A,55,3,30,N,72,BER,L,INJ,ES,200-220,M1,0.0,3
547,3,M,A,60,1,64,N,50,BER,L,INJ,ES,170-180,B,1548.229305,1
562,1,M,A,60,1,65,N,50,BER,L,INJ,ES,180-190,M1,0.0,3
619,10,M,A,60,1,73,O,50,BER,L,INJ,ES,190-200,H,0.0,3
425,5,M,A,60,1,91,O,72,BER,L,INJ,ES,190-200,H,0.0,1
577,4,M,A,60,1,68,N,50,BER,L,INJ,ES,200-220,H,0.0,3
687,2,M,A,60,1,76,N,57,BER,L,INJ,ES,200-220,M2,0.0,1
318,3,M,C,48,3,45,N,106,BER,L,IDS,GO,200-220,M1,105.7123867,2
53,10,M,C,50,1,23,N,90,BER,L,INJ,ES,190-200,M2,0.0,3
387,1,M,C,50,1,50,N,50,BER,L,INJ,ES,190-200,B,0.0,3
138,4,M,C,50,2,29,N,56,BER,L,IDS,GO,190-200,M2,0.0,1
827,1,M,C,60,1,87,O,53,BER,L,INJ,ES,190-200,M1,0.0,1
133,1,M,C,66,2,29,N,76,BER,L,IDS,GO,200-220,M1,3415.221752,3
130,1,M,A,1,2,31,N,78,BER,L,IDS,GO,180-190,M1,191.5241692,3
409,3,M,A,6,4,52,N,51,BER,L,INJ,ES,180-190,M1,215.3483384,3
338,3,M,A,46,3,47,N,50,BER,L,INJ,ES,170-180,B,0.0,1
338,10,M,A,46,1,56,N,64,BER,L,INJ,ES,200-220,H,0.0,3
142,3,M,A,50,3,31,N,68,BER,L,INJ,ES,170-180,B,0.0,3
334,2,M,A,50,2,46,N,50,BER,L,INJ,ES,170-180,B,0.0,2
157,7,M,A,50,1,33,N,95,BER,L,INJ,ES,180-190,M2,0.0,2
183,4,M,A,50,3,34,N,57,BER,L,INJ,ES,190-200,M2,0.0,3
857,7,M,A,50,1,89,O,50,BER,L,INJ,ES,190-200,M2,0.0,3
218,2,M,A,50,1,39,N,90,BER,L,INJ,ES,200-220,M1,0.0,2
434,2,M,A,50,2,60,N,76,BER,L,INJ,ES,200-220,M1,0.0,3
271,2,M,A,50,2,41,N,80,BER,L,IDS,GO,190-200,M1,0.0,1
622,2,M,A,60,1,69,N,50,BER,L,INJ,ES,170-180,B,0.0,3
539,5,M,A,60,1,68,O,50,BER,L,INJ,ES,190-200,M2,295.610574,3
605,10,M,A,60,1,73,N,50,BER,L,INJ,ES,200-220,H,0.0,3
628,10,M,A,60,1,78,N,50,BER,L,INJ,ES,200-220,H,0.0,3
385,1,M,A,60,1,71,N,50,BER,L,IDS,GO,180-190,M1,0.0,3
647,10,M,A,60,1,81,N,50,BER,L,INS,GO,170-180,H,0.0,3
146,10,M,C,50,1,37,N,77,BER,L,INS,ES,190-200,H,0.0,3
156,1,M,C,50,2,31,N,80,BER,L,IDS,GO,180-190,M1,0.0,3
177,2,M,A,46,3,33,N,80,BER,L,IDS,GO,190-200,M1,0.0,3
105,10,M,A,50,1,49,N,80,BER,L,INJ,ES,200-220,H,0.0,3
236,5,M,A,50,2,38,N,62,BER,L,IDS,GO,190-200,M2,442.8797583,2
439,2,M,A,50,2,55,N,50,BER,L,IDS,GO,190-200,M2,0.0,2
194,0,M,A,50,2,34,N,56,BER,L,IDS,GO,200-220,M1,5479.146526,3
342,10,M,A,55,2,47,N,95,BER,L,INJ,GO,170-180,H,0.0,3
666,7,M,A,60,1,73,N,50,BER,L,INS,GO,170-180,M2,751.4510574,3
358,10,M,C,40,1,50,O,50,BER,L,INJ,ES,190-200,M2,492.7549849,3
470,7,M,C,42,1,57,N,50,BER,L,INS,GO,170-180,M2,0.0,3
165,5,M,C,50,2,32,N,85,BER,L,IDS,GO,170-180,M1,0.0,3
170,2,M,C,50,2,32,N,50,BER,L,IDS,GO,200-220,M2,0.0,3
199,10,M,A,1,2,35,O,51,BER,L,CAR,ES,180-190,H,0.0,2
387,9,M,A,1,4,50,N,50,BER,L,INJ,ES,200-220,M2,0.0,3
291,10,M,A,48,1,57,N,50,BER,L,INJ,ES,200-220,M2,0.0,2
431,10,M,A,50,2,54,O,50,BER,L,INJ,ES,190-200,M2,0.0,1
441,10,M,A,50,2,55,N,50,BER,L,INJ,ES,190-200,M2,0.0,3
263,10,M,A,50,1,46,N,50,BER,L,INJ,ES,200-220,H,0.0,1
436,2,M,A,50,2,56,N,50,BER,L,INJ,ES,200-220,M2,485.3202417,1
285,1,M,A,50,3,41,N,53,BER,L,IDS,GO,190-200,M2,936.6009063,3
477,3,M,A,50,3,60,N,50,BER,L,IDS,GO,200-220,M2,2634.125982,3
337,10,M,A,50,2,46,N,50,BER,L,INS,GO,170-180,H,0.0,3
338,4,M,A,55,3,50,N,50,BER,L,INJ,ES,190-200,M2,0.0,3
286,9,M,A,55,2,44,N,50,BER,L,INS,GO,180-190,M2,0.0,3
271,9,M,C,50,2,45,N,50,BER,L,INJ,ES,200-220,M1,0.0,3
141,5,M,C,55,1,31,N,112,BER,L,IDS,GO,190-200,M1,0.0,3
169,5,M,A,50,3,33,N,112,BER,L,INJ,ES,180-190,M2,0.0,3
